@relation comments-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C2-L3-H

@attribute comment string
@attribute classification {TEST,IMPLEMENTATION,DESIGN,DEFECT,DOCUMENTATION}

@data
' TODO implement functionality this might be painful to do here as the join post processing for the subquery has already been performed meaning that for theta join dialects the join conditions have already been moved over to the where clause A simple solution here might to perform join post processing once for the entire query including any subqueries at one fell swoop',DESIGN
' TODO This is actually now returning the scope of whoever called Method to proc which is obviously wrong but there is no scope to provide for many methods It fixes JRUBY but needs a better solution ',DESIGN
' TODO Only setAccessible to account for pattern found by accessing constants included from a non public interface aka java util zip ZipConstants being implemented by many classes TODO not sure we need this at all since we only expose public fields field setAccessible true ',DESIGN
' Register an attribute declaration for later retrieval Format String type String default value int value type TODO do something with attribute types ',DESIGN
' The constructor TODO Why does this method not handle all settings ',IMPLEMENTATION
' Recognizer for Parameter is with a DirectionKind of Return TODO This is a duplicate of link hasReturnParameterDirectionKind Object param handle candidate parameter return true if handle is a return parameter ',DESIGN
' TODO Remove the casting to DiagramFactoryInterface as soon as DiagramFactoryInterface is removed ',DESIGN
' Create our bandbuffer which is just a small slice of the image TODO We used a fixed height buffer now but we could be smarter and compute a height which would fit in some memory budget allowing us to use taller buffers with narrower images minimizing the overhead of multiple rendering passes',DESIGN
' TODO make this a bit nicer',DESIGN
' FIXME threaded view auto collapse',IMPLEMENTATION
' FIXME FACTOR WITH HTTPHC Impl HTTPHC Impl Just append all the parameter values and use that as the post body',DEFECT
' This does not actually seem to work but it might work on some dbs Also it does not work if there are multiple columns of results because it is not accounting for the suffix return new String getDiscriminatorColumnName ',DEFECT
' TODO Update this after old tests pass and then update the old tests to reflect this change ',TEST
' TODO This needs work We also need to listen to addition removal of states to from a ClassifierInState ',DESIGN
' FIXME This is not right for within ensured rescued code',DESIGN
' FIXME wtf is this Why would these use the class ',DESIGN
' TODO Why was this next line in the code so long ',DESIGN
' FIXME I got a bunch of NPEs when I did not check for nulls here HOW ',DEFECT
' Find all beans out there and check their resource property files Check that non default property files do not have any extra keys Check all necessary properties are defined at least in the default property file except for beans whose name contains Experimental or Alpha TODO Check property files do not have duplicate keys is this important ',DESIGN
' TODO this bit of code needs to be tidied up Unfortunately ModuleController is in components not core Bug ',DESIGN
' FIXME This function needs documentation Constructor param String Name param Hashtable Attributes ',DOCUMENTATION
' this function has a template restore output apply the template and write the result out TODO Downcast to avoid using an interface Yuck ',DESIGN
' Future may want to create TablePopupMenu to allow cut copy paste operations',IMPLEMENTATION
' SSS FIXME Pick one of bytelist or string or add internal conversion methods to convert to the default representation',IMPLEMENTATION
' Just a note StarTeam has a status for NEW which implies that there is an item on your local machine that is not in the repository These are the items that show up as NOT IN VIEW in the Starteam GUI One would think that we would want to perhaps checkin the NEW items not in all cases Steve Cohen Dec Unfortunately the sdk does not really work and we ca not actually see anything with a status of NEW That is why we can just check out everything here without worrying about losing anything ',DEFECT
' multiple rows not good',DESIGN
' TODO assumes public TODO This is probably an undesirable side effect unless the user confirms it Placing an element on a second diagram is going to potentially change its namespace tfm ',DEFECT
' FIXME need a locale as well as a timezone',DESIGN
' todo cache this sql ',IMPLEMENTATION
' FIXME Can get optimized for IEqlNode',DESIGN
' TODO Dependency cycle between FigNodeModelElement and FigEdgeME Is this needed If so introduce a Removable interface to decouple',DESIGN
' not yet handled',IMPLEMENTATION
' TODO author hubms check what is neccessary remove old filters JavaClassSATD getFilterRule removeAll add filter criteria JavaClassSATD getFilterRule add c ',DESIGN
' XXX why not simply new File dir filename ',DESIGN
' If this folder has children add them TODO In the future we should try to fetch additional children on demand when the tree of the dialog is opened',DESIGN
' TODO This functionality is in the worn place We should be able to call setVisible on the compartment itself and then this class should react to that event Improvements will follow in later releases Hence this method should not be considered stable for module developers param compartment the compartment to be changed param isVisible true if the attribute compartment is visible ',DESIGN
